timestamp,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z
0.0,0.0,0.0,0.0,-1.6321748910558282,-2.7751004692721692,102.52472849672588,0.0,-0.5,0.0
0.1,0.008982870407145807,-0.0010379629001535204,7.843727205188903e-06,0.17825594093511174,-0.1103054708520131,6.566798084942729,-1.1387214777916875e-06,-0.49999999956554136,2.0812546051559285e-05
0.2,0.01743741127150693,0.0007310381739975086,-1.877884848109819e-05,0.19986371386464025,-0.139093442105293,8.166834236540534,-1.063556251639044e-06,-0.49999999176904636,9.071836895903633e-05
0.3,0.02242394411440125,0.0008168066197103828,-0.000224899847630111,-0.30158430377018103,-0.03294310789526367,9.092590781218814,-4.5064584714124285e-07,-0.49999996329943863,0.00019157337275789454
0.4,0.02802239562126432,-0.001836373120939087,-0.00016126070527076655,-0.21166501482437808,-0.17543702747323858,9.36759289904025,1.622756960356514e-07,-0.499999897137591,0.00032072164298587266
0.5,0.034393254332303176,-0.00011821494239683273,5.028908706058938e-05,0.26019480148397894,-0.10680573442130382,9.54622275995407,1.413293731431784e-07,-0.4999997702826736,0.00047928827841205553
0.6,0.1165447367583269,0.0007813686337641556,-2.2341909969685942e-05,-0.2619652131009084,-1.8300186804254899,9.639909437874394,1.0597627219723382e-07,-0.499999247181395,0.0008676508671089099
0.7000000000000001,0.1888955145627643,0.0008399000410832779,3.6628797811392932e-06,0.20864086336366255,-1.5642044853412682,9.71038398182624,2.072951038259963e-07,-0.4999972622489533,0.0016546127971533869
0.8,0.24968388359475363,0.0030112323417356155,-3.445013673064157e-05,0.1674563156980753,-1.316341319650913,9.707892387314885,2.39631855967124e-07,-0.4999923264113204,0.002770113668830071
0.9,0.30109193545442053,0.0013732790286769864,3.553248464016594e-05,-0.22330655595584759,-1.0933995526207394,9.749077924163798,2.857086476508977e-07,-0.4999826603044635,0.0041640598926762865
1.0,0.3455571302408804,0.001748519979359097,7.022924629923302e-05,0.08265176950419865,-0.8765528066196023,9.743854121125072,-1.0532138475639855e-07,-0.49996642073891834,0.005794664226975659
1.1,0.38275477491032106,0.0030122274099978964,0.00010486149728020634,-0.18727599765569514,-0.6798232447819005,9.761140580825627,-6.116385372607224e-07,-0.49994181583912367,0.0076276323393887294
1.2,0.4136923213431252,0.0019360156336513212,4.627461605412166e-06,-0.21292973428195205,-0.5093210714561214,9.807639113047376,-1.0589843521349823e-06,-0.4999072737824185,0.009628998821690007
1.3,0.4385654859386567,-0.0007186135800520986,-0.00011053687511195057,8.68883147555734e-05,-0.33319667845320144,9.75238088023568,-8.686859035331632e-07,-0.4998615140814117,0.0117671891071518
1.4000000000000001,0.45888783492072777,-0.0002947310756353753,-0.00012855334372101462,0.013622909330004793,-0.17803899055715264,9.75462460003195,-1.6166592895826398e-07,-0.49980347505247796,0.014017358005006529
1.5,0.47378083580510605,-0.00020150396392287306,-0.00011451281344762297,0.016349231428521703,-0.07470360140869954,9.821703399012423,5.23139975544322e-07,-0.4997324646017933,0.016354321225399242
1.6,0.482868265326007,0.00022219219731552835,-0.0001072271575012333,0.0144500951190214,-0.042071990096230104,9.88750212659053,1.0613447644359885e-06,-0.49964836517971456,0.018748631206341307
1.7,0.48959633379836504,0.0006256933076042389,-0.00010989790652644612,0.013369170138405278,-0.02348396204733802,9.903283457166628,1.5115410210818713e-06,-0.4995512148851122,0.021179794723346957
1.8,0.4964805673796853,0.0007013671801316411,-7.954710623131219e-05,0.014462401917459455,-0.009692266410757043,9.908121501835856,1.8270299039856596e-06,-0.4994406524942383,0.023643913229222355
